x_values,y_values,word,Cluster,Silhouette
0.0031967757,-0.0049776947,headache,C2,0.6090247394345136
-0.004498691,-4.350016e-05,boooo,C8,0.5128562950359054
-0.0014215711,-0.0036473947,flipboard,C5,0.6446878720703805
-0.0017481457,-3.4150503e-06,developing,C1,0.6574875863962361
0.0041690916,-0.0027164891,version,C2,0.6444617808440509
0.003794139,0.0014253603,android,C3,0.5306386060222128
0.0015633093,0.0043043005,say,C4,0.6374120251156024
0.0034190048,-0.0023412376,doe,C2,0.6041251283749373
4.9548788e-05,-0.0033385982,provide,C5,0.6357751324583265
-0.003212638,0.0017025198,charger,C1,0.6087369365893027
0.0018068745,-0.0007718474,changed,C6,0.6566530791859415
-0.0026293152,-0.007987813,mind,C5,0.6067191436195086
-0.0070597744,0.0033391644,going,C7,0.6352295004437707
0.0047563436,0.0009836291,next,C3,0.6081091561402814
0.0045788176,-0.0012837921,know,C2,0.567052857795553
0.0064787227,0.0046491036,dataviz,C3,0.614285032700043
0.0001434477,0.0004897854,translates,C6,0.5503954926126414
-0.003175888,-0.0014611313,satanic,C8,0.5030948026167906
0.006999615,0.0038182705,sayin,C3,0.6445892227011845
-0.0001765734,-0.0053675543,seriously,C5,0.6578971423264761
0.002199519,-0.0030790586,testing,C2,0.5847355723947327
-0.0026582214,-0.002574182,mobile,C8,0.5163412778709082
0.0022488674,-0.002661378,apps,C2,0.5589054395760424
-0.00537035,0.0058109593,constant,C7,0.6495399636102691
0.001149931,0.00708199,crash,C4,0.6642510626670883
0.0040389188,-0.0015557944,causing,C2,0.5674127965267216
-0.0024158866,-0.0010750769,lost,C1,0.6048540065155339
0.008147972,0.0007439203,schedule,C3,0.6261194701199476
-0.004987936,0.004998532,sync,C7,0.6488701552353671
0.0024434482,0.004630328,conflagration,C4,0.6305270569000353
0.0013695516,-0.004525874,doofusness,C5,0.5651580137843245
-0.0013705652,-0.0003477961,spent,C1,0.6348277267418474
0.0077267145,0.0021631948,already,C3,0.6521625462194485
-0.0011418922,0.0025425304,used,C1,0.6101859366693916
-5.4960165e-05,0.0017478445,wait,C1,0.5056108208924082
-0.0049830717,0.001374227,couple,C7,0.5164426609490383
-0.004634204,-0.0054455725,city,C8,0.534088130933239
0.0025238853,0.0017374997,block,C6,0.6134928061465961
-0.005899186,-0.00046967051,seen,C8,0.6201122021468908
0.002317583,0.002250005,wild,C6,0.6019485902191336
0.0019859783,-0.0076203295,people,C5,0.5372822034931877
0.004905723,-0.0055522523,fast,C2,0.6398607998920212
-0.005022954,-0.004321744,still,C8,0.6081992249467709
5.7186e-06,0.0035250136,pic,C4,0.5857287976830636
0.005953226,-0.001878576,terrible,C2,0.5859652180900081
-0.0032700165,0.003674758,botch,C7,0.5718345149322419
-0.0054426566,0.0027710146,timechange,C7,0.618451968190723
0.00030806538,0.00293213,freak,C4,0.5237416014635118
0.00041138093,-0.00388708,flight,C5,0.6350792623759859
-1.0546621e-05,-0.004615802,missed,C5,0.6573265934586334
0.00036457935,-0.0035372765,panel,C5,0.6323252542412869
-0.002433175,-0.002323008,behind,C5,0.49245804801801135
-0.002047331,0.00010206276,bloody,C1,0.6661433140122442
0.0023604399,0.0013337474,mary,C6,0.6412457046069984
0.0027185366,0.0016997292,meant,C6,0.599164270458513
0.0008849892,-0.00015412572,also,C6,0.6348008485014922
-0.00051736354,0.0022990908,wish,C1,0.5677533152460119
-0.0070252507,-0.0050259302,dyac,C8,0.6200981560637375
-0.0058942647,0.0057095075,stupid,C7,0.650299781218918
-0.0029827005,0.007977743,found,C7,0.5217800435325897
-0.00100176,0.0027779716,kyping,C1,0.5819345255162582
0.00015446647,0.004843607,geolocation,C4,0.6560062682804255
-0.001007649,-0.00025461082,releasing,C1,0.612138674526313
0.0061250958,0.007035529,background,C3,0.5078007058374034
-0.0029160932,-0.001699561,patch,C8,0.4972375184745466
-0.0024422223,0.002243995,batterykiller,C1,0.618444707771522
0.006236221,0.0021909638,course,C3,0.6591266991940116
-0.0024735208,-0.0035433462,built,C5,0.5703515471417487
-0.00012961627,-0.0029078587,temp,C5,0.6136768465571029
0.005036256,-0.0009874349,texas,C2,0.5217707999787078
0.00033058415,-0.003499242,understand,C5,0.6335164508593559
-0.008790005,0.003949253,concept,C7,0.6158324817239531
0.0028253396,0.0034801709,corralling,C4,0.5441153537171998
0.0035121718,-0.0073006675,cattle,C2,0.5536538665409056
-0.0038046995,0.0045445752,pickmeupanipad,C7,0.6245399951044084
0.003220792,0.000811203,opening,C6,0.5889729163606944
-0.003303571,-0.000496854,temporary,C1,0.5791810732576343
-0.0059964173,0.001996325,downtown,C7,0.5970257072860711
-0.009448114,0.0037880004,launch,C7,0.5996238717939764
-0.0020506978,0.0029386634,traffic,C1,0.585259542672373
0.0048918556,0.0013219309,mall,C3,0.6252322355162736
-0.0027064208,-0.0077022105,crowded,C5,0.6066057940257777
-0.002769514,-0.009067788,fake,C5,0.5949568698107597
0.0018232957,-0.0017642049,fucking,C6,0.5792646498879959
0.0037068033,-0.0051721735,dongle,C2,0.6245625527632319
0.001162793,-0.0015513019,genius,C6,0.6200224963765517
-4.1865347e-05,-0.0047047934,news,C5,0.65821262699662
-0.0031832969,0.0021717867,last,C1,0.5733460028214158
0.0048046396,0.0028631608,overheard,C3,0.6375753779325259
0.0018980867,0.004342847,interactive,C4,0.6342761147312445
-0.00025296377,-0.0041723363,hate,C5,0.6637799882831752
0.001161728,0.005562541,want,C4,0.6681070807566184
0.004052817,0.0006584125,blackberry,C3,0.5219880772976104
0.00061296794,0.0013763927,back,C6,0.5960085832294563
-0.0020625044,-0.004707217,shocked,C5,0.6353738252239016
0.0001394812,-0.0036886758,cool,C5,0.6461558731646198
-0.0012634648,0.0015849266,technology,C1,0.63634652927146
0.0015019155,0.0012521415,heard,C6,0.6546420730120687
-0.0018569424,0.0010991545,conference,C1,0.6647196850976311
-0.0019960185,-0.003303068,second,C5,0.5997746131500282
-0.0026906633,0.0034056026,halfway,C7,0.5062783376635756
-0.0046501174,0.0031456903,battery,C7,0.6124991138287297
0.0046397485,0.0023075466,even,C3,0.6301288634368216
2.5321542e-05,-0.00024767965,boarded,C6,0.5364017338560486
-0.0061193584,0.0013274895,plane,C7,0.535619719412824
0.0036547212,-0.0033179696,amateurhour,C2,0.6526786501638856
0.0037021255,0.004610375,took,C4,0.534372723184904
0.006214461,-0.0002907956,away,C3,0.589649079700614
0.0035056432,0.003155224,lego,C3,0.5614074797936012
-0.003802835,0.001203077,replaced,C1,0.5970263932783284
0.0049508573,-0.0024450405,recharging,C2,0.641385754783387
0.0035751774,-0.0022828034,might,C2,0.6069471254441156
0.0012078164,-0.0067733806,check,C5,0.5848327966652918
-0.0077173,-0.00048136714,price,C8,0.6173851813634835
0.0031366495,-0.00021288537,crap,C6,0.622482936616308
-0.0017681238,0.0035413,samsung,C1,0.5420442762545281
0.0024631242,0.004312352,show,C4,0.6203808100528734
-0.008048454,0.004042162,process,C7,0.6320135965598783
0.001520707,0.0022990203,poos,C6,0.5952971456682544
-0.003887451,-0.0008462868,idea,C8,0.5222756702762491
0.0024784645,0.0016708502,leaf,C6,0.6199828729754024
-0.0065719527,-0.0017138006,early,C8,0.6576509034451401
-0.004085963,-5.6919785e-06,creative,C1,0.5366350177379278
0.0006143831,-0.0068953265,busy,C5,0.6112168116291499
-0.0012197034,0.0037439836,gamestorming,C4,0.5202532551291614
0.002701866,0.0011150384,trying,C6,0.6265543334642292
0.0007180059,0.0005051851,balance,C6,0.6215546350034509
-8.591408e-05,-0.0026840963,power,C5,0.5929206773651765
0.002619273,-0.000119440134,suck,C6,0.6542324206735177
0.0028577934,-0.0046611507,quick,C2,0.5994669100771349
0.004934919,0.00010613863,airplane,C3,0.5834590917856154
0.0011284273,0.0040579424,mode,C4,0.629458770161651
-0.0028810634,0.0009452739,keep,C1,0.6612833274079706
0.00082509796,-0.00092907983,tweet,C6,0.6189748665064958
-0.0013006408,0.003103307,thanks,C1,0.5639432614639277
-0.00062882935,-0.0044767675,precommerce,C5,0.6722312185312936
0.008518446,0.0036624642,best,C3,0.6402025177076447
0.005965717,-0.010949724,thing,C2,0.5476822849980167
0.004139361,0.0056223734,gave,C4,0.5489076483427204
0.004737858,-0.001223761,money,C2,0.5633761914527479
-0.0011229815,0.0034920417,japan,C4,0.49593825283251414
0.0074437293,-0.00043283915,relief,C3,0.5784576732647183
0.0024360723,0.002147117,bing,C6,0.5988855642999188
0.0064237076,-0.0063936724,bettersearch,C2,0.6300472902149276
0.0027198927,-0.002225066,shot,C2,0.5499640717911845
0.0067680194,-0.0032609252,success,C2,0.624956110381348
-0.0009721984,0.0033071788,structured,C4,0.4834125400789211
0.0013166015,0.0023353384,search,C6,0.5880786948835672
-0.00208856,-0.0024773031,potentially,C5,0.5321371672827772
0.002226331,0.004323365,higher,C4,0.6274511187666607
-0.0037764036,-0.00252462,margin,C8,0.615454046056339
-0.0030730027,0.0027124106,model,C7,0.469601272833276
0.0047328463,0.0035098034,guess,C3,0.6228409805112726
0.006877235,-0.0027578552,pretty,C2,0.6054427022302893
-0.0035953566,0.0012443777,desperate,C1,0.6101167318821359
0.005961571,0.00029414115,give,C3,0.629560619447479
0.0019805317,-0.00047366132,attention,C6,0.6662517018497834
0.0033961134,0.00048759353,shipment,C6,0.5814216228636919
-0.0013867057,-0.0053366483,daily,C5,0.6609097053879787
0.0057999725,-0.00088875834,follow,C3,0.5172741177466134
0.0054646935,0.0031805567,appleatxdt,C3,0.6495581156497328
0.0069668493,-0.0083190445,update,C2,0.5970874706164064
-0.0030873294,0.0056097177,seems,C7,0.5816594122390959
0.0067998297,0.00027237867,find,C3,0.6249180586877641
0.004092448,0.0029106422,secret,C3,0.603967669496624
-0.0029421267,0.009497557,batphone,C7,0.4998323465564386
-0.003246936,0.002668591,barry,C7,0.48208091730268793
-0.004172216,-0.0014298919,diller,C8,0.5944370932471563
0.006637431,0.0008113108,think,C3,0.6462757826106489
-0.0018848955,-0.0012540855,content,C1,0.6193466399133741
-0.0015012792,0.0013004417,nut,C1,0.6514392417653634
0.005262736,0.0021159058,docomo,C3,0.648958931952726
-0.00066599884,0.0005699049,introduced,C1,0.5889118476408634
-0.0015782797,-0.0019034419,came,C1,0.5380575929773749
0.006292933,0.0027945149,jpmobilesummit,C3,0.6583083781529743
-0.003848877,-0.0013798272,jeez,C8,0.5669354007297841
-0.0007391776,0.008341525,guy,C4,0.6014249116468725
0.0023098763,0.0054445346,dunno,C4,0.6477229470435937
-0.0023223106,0.0011413553,gold,C1,0.671547128664389
-0.0028480375,0.0013677527,realize,C1,0.6480783363824758
0.003077234,-0.0030483287,job,C2,0.6294408309979391
-0.006553702,-0.00017759342,aesthetic,C8,0.6175472692375554
-0.0052314727,-0.001603985,better,C8,0.6442103369460133
0.0021177412,0.002701223,stream,C6,0.5484771461640305
-0.002282782,0.00044906116,inane,C1,0.6723245481360682
-0.00037684568,-0.0032990305,surely,C5,0.6439717643808375
-0.003867385,-0.0031976625,southby,C8,0.5991550452663291
0.0006698174,0.0031817548,getting,C4,0.5535031318537356
-0.008429914,0.00045343916,full,C8,0.5545309530345017
0.003655642,0.003934602,underway,C3,0.5118109431313728
-0.0022091025,0.0027453934,tell,C1,0.5926731998810322
0.0028530466,0.00014008995,intermittent,C6,0.6391505855089022
-0.006585639,0.0058347234,brick,C7,0.6474449162246244
-0.0032549414,0.0004647746,length,C1,0.6365282142736022
-0.0005424479,0.00052403664,penalty,C1,0.572212463510207
-0.0002569941,0.0054568583,based,C4,0.6552436691585299
-0.0042656865,-0.00021103391,severity,C8,0.501887502198088
-0.0006289934,3.2189488e-05,breach,C1,0.5776886825112135
0.0016206586,-0.0010157154,webmaster,C6,0.6475174968373445
3.1780088e-05,0.004871994,guideline,C4,0.6534703986139505
0.004996553,-0.00339938,white,C2,0.6618123556520122
0.004195422,0.00029840387,text,C3,0.5207001973138309
-0.00056061894,0.0055499375,qagb,C4,0.6419880249311745
-0.0012685102,-0.00089758437,major,C1,0.6131775407790775
-0.0027933032,0.0012198595,network,C1,0.6562498231175605
-0.0060027665,-0.0037901087,called,C8,0.6484479845405481
0.0016245388,-0.0031797108,possibly,C2,0.5094409617613757
-0.0009782788,0.0016109183,today,C1,0.6176318555275664
0.00017240504,0.0013697826,never,C6,0.5390858734540925
-0.001670783,0.0033502132,beat,C1,0.5577999587766627
0.0007893222,-0.002084748,myspace,C6,0.5420684319951554
0.005040366,-0.0015030635,bout,C2,0.5839881845796911
0.0031943717,0.004143048,donating,C4,0.5551616674299341
-0.0012514436,-0.0010705519,spending,C1,0.6063880165947028
-0.003048391,0.0003410453,really,C1,0.6444217415031983
0.0036462285,0.0030916315,feeling,C3,0.572605876393293
0.00054893765,0.0013970911,worst,C6,0.588702705617282
-0.0010813127,-0.0030196654,place,C5,0.6192801258982721
-0.0063778358,-0.0037313001,everyone,C8,0.6523742799726284
-0.0064483783,0.005480174,techiesunite,C7,0.6492783556960658
-0.0030736814,-0.0010636979,thought,C1,0.5501868743558034
-0.002027338,0.0015370938,would,C1,0.6631930019520619
-0.0051305825,-0.0037125766,touched,C8,0.6354022559514463
0.002543134,-0.002884636,hmmzies,C2,0.595570659080251
-0.005617248,0.004708777,interested,C7,0.6507094350784022
0.0020625058,0.001178053,location,C6,0.6597296059445809
0.00043201586,0.0039622323,tech,C4,0.626327716732193
-0.0044412035,0.0046295365,indoor,C7,0.6405741980984982
-0.0013495313,-0.0026524542,venue,C5,0.5791599147577959
0.00028812332,0.0013697611,business,C6,0.556580632380219
-0.0018961291,-0.005227356,convention,C5,0.645713351932939
0.0037802516,0.0015456883,center,C3,0.5354366836634767
-0.0022675102,-0.0007504591,improve,C1,0.6342063655027186
-0.0024790596,0.0011428572,first,C1,0.6697086109793002
-0.0095234765,-0.0036468366,exist,C8,0.6350106984600429
0.0029142736,-0.0012810263,feel,C6,0.5586275550985945
-0.0019599034,-0.0030507639,like,C5,0.5904487707840252
0.004155592,-0.0022929737,pulling,C2,0.6260499119772416
0.0038567109,-9.729824e-06,antique,C6,0.5423802422098848
-0.008292941,-0.0009851427,everytime,C8,0.6257953237736562
0.00073195953,0.0058105104,shoot,C4,0.6700739459515425
-0.0030766313,0.0034895618,display,C7,0.5464541578025947
0.0010178282,0.0008760067,result,C6,0.6393307055210645
0.0033974857,-0.0030272815,question,C2,0.6389676216580731
0.0009820927,-0.0005898072,later,C6,0.6354932042175641
-0.0048714895,-0.0015807472,osmpw,C8,0.633805591760994
-0.0022091882,0.0006610582,mocking,C1,0.6721856852643446
-0.0016846709,0.0010145067,long,C1,0.6604562343017987
-0.0026330478,-0.0025442692,time,C8,0.5151985751160809
-0.0006466903,0.0032013613,disliking,C4,0.49726278119676287
-0.00089850964,-0.0055202893,twitter,C5,0.669149159244874
-0.00044628154,0.00024947614,auto,C1,0.5547809100680364
-0.0053708167,0.000522935,shortening,C8,0.5417422579397916
-0.0036980233,0.005255204,overheating,C7,0.6249520732411763
-0.00997294,-0.001133927,british,C8,0.5985267033105144
0.0016705892,-0.00084548135,sounding,C6,0.6558755029500765
0.00433653,-0.0007312155,wilting,C2,0.4939131763535566
0.006047337,-0.0018327105,stress,C2,0.5791478247498348
-0.0029882665,-0.0032946628,pixieengine,C5,0.49217689859742275
-0.00461912,0.008230975,future,C7,0.5861419947981092
-0.0040865573,0.0005461495,cnn,C1,0.5754571058531208
0.005560389,0.0013032546,week,C3,0.6455412197740371
-0.0024913435,0.00254653,tough,C1,0.5922493019348279
-0.000508074,-0.0015307681,dwindling,C1,0.5259638366302531
-0.0006165957,-0.0034501927,help,C5,0.6505824639230119
0.0003085376,-0.0039017706,jeebus,C5,0.6408025024499203
-0.00050358335,-0.00367919,correcting,C5,0.6598756423392742
-0.00039983963,0.0030181105,curse,C4,0.4934456278747741
0.0016070292,-0.0011894981,word,C6,0.6369046503023799
0.0032773372,0.004451521,updated,C4,0.5656850433206881
-0.0010673704,0.00032100588,launched,C1,0.6264370820305792
0.00063804764,0.0008684365,soon,C6,0.6096445167850835
9.154547e-05,0.000883471,care,C6,0.5358335753409806
2.9820862e-05,0.00034519917,product,C6,0.5321289548486402
0.0039267577,-0.004354238,exists,C2,0.6532599870256593
0.0008379847,-0.0009248338,imac,C6,0.6199243775867191
0.003335611,-0.0033635912,macbook,C2,0.6467800149419092
0.0042504463,-0.000766674,staring,C2,0.49131328623793785
-0.0034766735,-0.002874687,enough,C8,0.585435593521864
0.0015521997,0.0020006818,read,C6,0.6258939358094254
0.0032616104,0.0015796353,book,C6,0.5417780022984627
0.0022013637,0.001358657,remember,C6,0.6485138448392509
0.0041846335,-0.0037596698,wth,C2,0.6640940161452221
0.002416191,-0.002541051,compiling,C2,0.5600297045000115
-0.0034074564,-0.0028742987,list,C8,0.5795282313414805
-0.00071325677,0.0029347963,taking,C1,0.5433156404068434
-0.0026352236,0.002887235,longer,C1,0.5496000702293683
0.005394641,0.006737809,party,C4,0.5117975734199818
-0.0067104255,-0.0028416086,good,C8,0.6638857304869794
0.0021039117,0.0021689245,musician,C6,0.6127864886664443
0.0019229327,0.0029718291,kicked,C4,0.49580366222644295
0.004433336,0.0020709774,bucket,C3,0.6164314106082055
0.0003848563,-0.004421706,heck,C5,0.6407492326746133
0.0028747169,-0.0077030333,within,C2,0.5127951167722518
-0.0010028833,0.0021754939,walking,C1,0.6101305847174364
-0.00449119,0.001241374,distance,C1,0.5353050920318536
0.0043442147,-0.0028478329,unequipped,C2,0.6504472643461601
-0.002274308,-0.006118112,compared,C5,0.6298981975462473
-0.006597884,-0.00092824077,else,C8,0.6430952114626548
-0.0018453071,0.00242459,dang,C1,0.6310167464619002
-0.00051461597,-3.106197e-05,another,C1,0.5605528572589057
-0.0041017444,-0.003968954,launching,C8,0.5751557971965188
0.00058550993,0.0024343051,anything,C6,0.558586618405939
-0.0008360211,0.0030027295,partying,C1,0.5441468252053804
0.001061483,0.0020169453,nothing,C6,0.6123769642826047
0.0030635516,-0.0035386821,teeming,C2,0.6401859942488952
0.0039531034,-0.0016162507,addict,C2,0.5687578825316204
0.000722283,0.002834358,twittering,C4,0.49858085197682855
-0.006326643,0.00050705596,engage,C8,0.5625932075885245
0.0057671703,0.0015080753,anoth,C3,0.6516202696903302
0.0045183147,-0.008243558,cont,C2,0.5661535254308525
-0.0013803551,-0.002113275,trend,C5,0.5019450801241726
0.005730087,-0.0043279068,audience,C2,0.6608500068755486
-0.0044073784,0.0027724672,sharing,C7,0.5847866814563304
-0.00033677253,0.0024797495,opinion,C1,0.5471515659744981
-0.009204415,0.0060136197,holding,C7,0.6265766194797149
-0.00065308344,1.4431261e-05,listen,C1,0.5804772619533881
0.006780716,6.169182e-05,annoying,C3,0.6136248228448308
0.0041009504,-0.0043007797,tomlinson,C2,0.6578786537497391
0.0021097423,0.008084808,observer,C4,0.6399040349305822
-0.0061213397,-0.0039862557,subscription,C8,0.6441321924578475
0.0011287848,0.0055299303,data,C4,0.6681019904071311
0.0031361612,-0.007864889,biggest,C2,0.523926849969831
-0.0014238703,-0.0053640665,impediment,C5,0.6598925640278807
0.0044447593,-0.0017424475,newsapps,C2,0.5991769352301954
-0.0003668302,0.0017839341,open,C1,0.5532231632266077
-0.0003266398,-0.0033557215,shop,C5,0.6456669208994619
-0.0025211202,0.0009992517,spend,C1,0.672210242472245
-0.0023562082,0.00022552517,waiting,C1,0.6702213572946227
-0.0017094257,0.0012499643,packing,C1,0.6594218019158317
0.0023097964,0.006381213,point,C4,0.6488180226147917
0.00095706654,0.004206273,showing,C4,0.6383989226003336
0.0009062855,-0.005601718,fragmentation,C5,0.6104491619017434
0.0011177611,0.0021393723,left,C6,0.6069507626689855
0.0017298922,-0.0037818998,pocket,C2,0.5042328044844248
0.0055644168,0.004402971,guide,C3,0.6062143498815352
0.0095749125,0.0007543731,hotel,C3,0.6041930686698673
0.005734192,0.00375983,cope,C3,0.6383016928115308
0.0024066477,0.003966137,usability,C4,0.6031738959689437
-0.0032874602,-0.00084231317,problem,C1,0.5492005755400378
-0.0009983255,-0.0010187943,living,C1,0.5894625009366181
-0.002468416,-0.0011371054,story,C1,0.5966449343956757
0.003141353,0.00022105989,creating,C6,0.6157721190977937
0.0003425478,0.00296803,change,C4,0.5284809476586633
-0.00049552147,-0.0033041195,interface,C5,0.6448626096359518
0.0022586265,0.0023447545,hacknews,C6,0.594757300157812
-0.0005713332,0.0007350396,brilliant,C1,0.5777030036495401
-0.003443788,0.0048436928,marketer,C7,0.6178072008617107
-0.0029211405,-0.0038927444,medium,C5,0.5433512131206214
0.00042460076,-0.00063756417,professional,C6,0.5894240267921592
-0.000504203,-0.004570684,save,C5,0.6699990672723894
-0.001737614,0.004980963,usguys,C4,0.5466477770247709
0.0029749495,0.0038816547,average,C4,0.5595028001823209
-0.0008437071,-0.0003550752,buzz,C1,0.5944677103729538
-0.0006130418,-0.0014545801,rule,C1,0.5392670355642182
0.0016432012,0.00016416468,ooing,C6,0.6685328772859928
-0.0018237091,-0.0030230002,ahing,C5,0.5995814848793791
0.001326273,-0.00091236434,deal,C6,0.6447434430528913
-0.00025290853,0.0004507937,everybody,C1,0.52336886233653
-0.005030756,-0.0056011896,connect,C8,0.5500162800861806
3.9955617e-06,-0.008406374,internet,C5,0.6066137273130158
0.0003856685,-0.0026880414,though,C5,0.5701393446433664
-0.0010521626,-0.004121643,wifi,C5,0.6651196440956517
0.003035639,0.0038392923,work,C4,0.5502064134415985
0.00062381267,0.00039586556,great,C6,0.6136508204373976
-0.006739428,-0.0056854924,computer,C8,0.5971250967969108
-0.0066752248,-0.0015177357,suggestion,C8,0.6548131265687087
0.0019218987,0.0021430315,site,C6,0.6149424833770049
-0.0033654172,0.00089509867,delicious,C1,0.6400693288043889
-0.0011610043,-0.002748747,often,C5,0.5944234141601777
0.0010894386,0.0013086505,selling,C6,0.6350071450541699
0.00045223275,-0.00029077832,release,C6,0.5957511494181629
-0.008820397,-0.0029418508,lord,C8,0.6433497232651365
-0.005978074,-0.00032539663,vortex,C8,0.6156805937304914
0.002830805,0.00463172,smugness,C4,0.6081430059787871
-0.0023065717,-0.0042095864,unbearable,C5,0.6115074967703071
-0.0008400697,0.001614104,dangerous,C1,0.6063479762641071
-0.00827546,-0.0055736937,went,C8,0.6092254057370275
-0.001361327,-0.00062683545,whole,C1,0.6269490715692837
0.002273005,-0.0024725627,laptop,C2,0.5418639532547582
0.002886342,0.0035697827,cloudapp,C4,0.5449539606463628
0.0052348683,-2.1690143e-05,typing,C3,0.5953457706300361
-0.0022907786,0.004750172,skype,C7,0.5266713548213898
-0.0048499582,-0.007670012,finger,C5,0.5254396729335623
-2.745094e-05,-0.0031786873,carry,C5,0.6289513464354759
-0.002617493,-0.001676301,around,C1,0.5353582585850869
-0.0019673703,0.0032854492,lame,C1,0.5600218704091908
-0.0010419704,0.0048092874,smell,C4,0.6103228150989064
0.0002687852,-0.005596798,hereforwork,C5,0.6414289917154076
-0.0012200822,-0.0014390289,nottheipad,C1,0.5903478796210455
0.00029663224,0.002929697,thank,C4,0.5235669141658738
-0.005705619,-0.0035328367,letting,C8,0.6519292905473448
-0.0015901707,-0.0039164536,test,C5,0.6439086837106854
4.860321e-05,0.0034790633,drive,C4,0.5841244572648606
0.0054150154,-0.0059020673,let,C2,0.6364574692275301
-0.0066238074,-0.00054330827,phone,C8,0.6322914885085119
0.0031920609,0.00019366811,fail,C6,0.6118397754805001
0.0047983797,-0.0038391768,okay,C2,0.6655934042196796
-0.0027277695,-0.0030466549,debuting,C5,0.5076774920025244
-0.0018298444,0.0026879378,futuremf,C1,0.6143209800140472
0.0017061803,-0.0050123814,trajan,C5,0.5366673118396044
-0.0036152948,0.0034482302,destroyed,C7,0.5801778154045896
-0.00045076467,-0.0012370001,title,C1,0.5252607218980468
0.0054038605,-0.00069443666,website,C3,0.5321076321402888
0.0010600918,0.0021891561,graph,C6,0.6005390689493542
-0.0025371106,0.0018926217,protocol,C1,0.6361355253415981
-0.000259381,0.002461403,added,C1,0.5385792387905318
-0.00029920234,0.0035278639,clean,C4,0.5666181026888643
0.0062218653,0.0029233564,instead,C3,0.657487090326875
0.00013198797,-0.0025294845,weve,C5,0.5660746787063393
0.0003446283,0.00054936175,talked,C6,0.5800190344541076
0.0017994572,0.0003150455,heyo,C6,0.6716887858627458
0.0029270097,0.0018297245,ridic,C6,0.5702860196941943
-0.0018417598,0.0012972862,software,C1,0.662525872555648
-0.0032693811,0.002308118,download,C1,0.5522710952527929
-0.0031234955,-0.007237848,luck,C5,0.5943904127388113
-0.0023353915,0.00017916644,wonder,C1,0.6696925404242686
0.0039881645,0.00021138937,mexico,C3,0.48452902555696886
-0.0031729701,-0.0014369114,could,C8,0.49999224092455663
-0.0020968507,-0.00041624994,sorta,C1,0.6568925454946102
0.0043678666,-0.003471713,much,C2,0.6625797111354272
0.0023343058,0.0028119367,dense,C6,0.5341671437453864
-0.001973081,0.0076275733,vuelta,C4,0.5439041043453985
0.0023797879,-0.0024334036,socialfuel,C2,0.5461767026973566
-0.0024156726,-0.0054243985,para,C5,0.6238849935663885
0.0031500228,0.0008637683,gran,C6,0.5947219138795024
-0.00056917284,-0.0051439255,diferencia,C5,0.6683734655575979
0.0036682747,-0.0023784372,revolution,C2,0.6168588578336536
-0.008817668,0.006968866,clumsily,C7,0.6267225344007835
-0.0016559842,3.2789532e-05,translated,C1,0.6549928255173438
0.0026880938,-0.0048049674,edchat,C2,0.5812007788869282
0.004096117,-0.00449629,musedchat,C2,0.6534823372077909
0.0004069256,0.0014828468,classical,C6,0.5696249878740492
0.0023127778,0.0001443625,newtwitter,C6,0.6666277628162041
0.0056621493,0.0019185651,cocky,C3,0.6542926696228746
