word,x_values,y_values,count
answer,0.25375047,-0.012151761,12
using,3.5712223,-0.23680499,115
zazzlesxsw,0.3134309,-0.046281006,25
mashable,0.7519831,-0.11500297,49
video,3.406372,-0.13046125,134
gadgets,0.088859975,-0.012423679,10
ubersocial,0.9917438,-0.27044633,69
includes,1.2874198,-0.35011983,69
uberguide,1.3721044,-0.28185275,69
sponsored,1.3575218,-0.23773552,54
open,3.0467563,-0.4644768,255
instant,0.28396192,-0.017567048,9
access,1.4883821,-0.005904818,36
waited,0.061063863,-0.019069573,11
hand,2.0136786,-0.050001573,54
held,0.13190907,0.004314759,7
hobo,0.11201441,0.027936533,10
shotgun,-0.103293374,0.00442076,6
opening,1.4149219,0.32729137,256
midnight,-0.034500625,-0.03384343,13
khoi,0.18826592,-0.0138907125,7
vinh,0.28226125,-0.009964197,9
say,3.761203,0.007340722,114
conde,0.056921255,-0.005753319,4
nast,0.0883054,-0.005699645,4
rush,0.14642403,-0.012475592,4
publishing,0.6237275,-0.02697851,15
fundamental,0.08730912,-0.00986031,4
misunderstanding,0.017211664,-0.011333655,4
platform,2.23538,0.16644964,72
help,2.2351236,-0.13594009,64
account,0.3644196,-0.025629206,12
techie,0.16122733,-0.017305525,7
musedchat,1.189197,-0.08195914,34
classical,0.9343104,-0.07180905,31
newtwitter,0.78297114,-0.037821956,33
location,3.473236,-0.39627382,147
based,2.0056627,-0.17015816,59
fast,2.4402788,-0.111087896,74
future,2.2513611,-0.18700516,102
connect,0.74459064,-0.08949569,45
digital,3.0033147,-0.31740424,89
physical,1.1274666,-0.21845905,47
world,2.3487697,-0.25383162,92
talking,1.2849141,-0.07619641,39
effort,0.10790267,0.010304624,8
allow,0.01580961,-0.0052841012,6
system,1.0675073,-0.05318607,19
bettercloud,0.07158164,-0.0067912797,7
tweet,3.8882005,-0.21045987,138
speak,1.137244,-0.14743188,41
mark,0.39074224,-0.08386049,23
belinsky,0.36488488,-0.10904891,26
panel,4.0532694,-0.19238128,159
stop,1.8274982,-0.1104144,56
hunt,-0.0012179742,0.016768958,9
chance,1.0805523,-0.026442826,37
kawasaki,0.8227623,-0.0117601305,22
talk,4.055658,-0.1647131,144
internet,0.88203806,-0.06139596,31
futuremf,-0.075995676,-0.016430944,4
spec,-0.057812236,-0.0013132258,4
recipe,0.08437158,-0.0037596473,7
search,4.0574565,0.00435655,155
heard,1.7577009,-0.27646184,95
pic,0.95783585,-0.042414423,31
already,2.0848217,-0.059519164,74
would,3.5970347,-0.20163819,126
interesting,1.3926554,0.3910037,72
actually,0.67858666,-0.06928704,27
popped,-0.19657409,0.0065168757,5
insane,-0.14968523,-0.026530549,10
agree,0.31369233,-0.031226339,16
fiona,0.095342025,-0.0058849594,5
town,1.0286484,-0.050040938,29
somebody,0.2430755,-0.014708186,7
recording,0.14351133,-0.021166941,6
studio,0.24333885,-0.027144747,7
record,0.25959408,-0.028157707,9
album,0.39803573,-0.035032723,15
wanna,0.4821046,-0.06291364,26
drink,1.2809863,-0.08396161,44
fado,0.008661684,0.0011722669,7
join,1.9234837,0.012611863,66
attending,0.5781677,-0.081191465,31
headache,0.57248753,-0.058828987,33
flipboard,1.9022372,-0.019856181,60
developing,0.050892573,-0.009174833,11
version,0.889914,-0.105592966,41
power,1.7109565,-0.09171351,43
value,0.7469138,-0.07616053,19
service,1.780681,0.34216568,67
battle,0.2884119,-0.018524593,10
pnid,0.33844835,-0.02398098,18
stand,0.4697453,0.00047203887,15
blogger,0.83582824,-0.02042609,23
staff,0.025152907,-0.013480037,5
competition,0.21727252,-0.00041409806,9
shirt,0.7261334,-0.038069542,20
band,1.269488,-0.13421164,44
food,1.2928287,-0.13200793,41
cream,0.37157068,-0.03002615,14
nifty,-0.075509,-0.0014435737,4
interactive,2.0590234,-0.1195465,71
map,3.6085904,-0.6784982,216
promise,-0.05681227,0.01631883,4
groupon,0.59623456,0.20074503,22
reward,1.0604253,0.09035306,39
type,0.9584047,0.1705973,29
finger,0.123711415,-0.021850485,8
news,3.5159178,0.49518296,171
yahoo,0.09199229,0.008590406,6
traffic,1.1477805,-0.1002076,42
site,1.7751012,0.003074133,49
doubt,0.16997643,0.023101214,11
last,3.3576715,-0.22830462,125
weird,0.47563502,-0.029352417,14
name,0.6233721,-0.016939638,18
butt,0.062573336,-0.03195558,7
phone,3.4932315,-0.31799197,127
droid,0.5542986,-0.04246527,22
agnerd,0.15866652,-0.021132283,10
confession,0.06055948,-0.023805715,9
laptop,2.5896814,-0.08397486,68
follow,1.6607429,-0.09297955,48
launching,1.6341025,1.0723695,108
denies,-0.0657301,0.24020219,11
debut,0.08905257,0.12712505,11
despite,-0.017936891,0.020667331,7
report,0.7289243,0.08183578,38
post,1.9656832,-0.09617914,65
easy,0.60140836,-0.0035321442,18
crash,0.06714004,-0.015716549,6
yesterday,0.67892,0.014653275,27
ridiculous,0.13587786,-0.011348408,10
popup,2.5955925,-0.588748,211
fan,0.34422052,-0.043381162,15
peek,-0.093374714,0.0059396587,4
space,1.2517666,-0.019512799,28
slated,-0.10493871,-0.0047517437,4
tomorrow,1.6917998,-0.11884021,72
thing,3.4752297,-0.23683278,128
earth,0.63314664,-0.024329502,18
face,0.2150031,-0.014372127,13
company,2.376981,-0.121163346,63
stay,0.74646384,0.025870819,25
tune,0.31993133,-0.028043495,10
showcase,0.1681239,-0.049679298,11
ckers,0.51252556,-0.011055495,23
thank,0.9384268,-0.062191036,33
touchingstories,0.85143846,-0.077478915,31
preso,0.21609122,-0.035308227,10
deck,-0.04453146,0.010899053,7
thanks,3.1084573,-0.20129377,141
trying,1.3535893,-0.08016061,43
contact,0.774396,-0.054087404,18
family,0.0947507,-0.029545564,7
japan,4.1295247,-0.09758946,116
created,0.42354178,-0.027148655,12
person,1.3974302,-0.14120428,51
finder,0.16696158,-0.0036088973,11
mention,0.3596606,-0.040837776,14
speech,0.7910928,-0.026813168,23
conf,0.44371653,-0.014823557,14
sxswh,0.6089724,-0.013228788,18
sxsh,-0.038412757,0.0032496706,5
medical,0.06607199,-0.009639896,7
blog,1.3082333,-0.037783835,44
mhealth,-0.08326608,0.009564553,4
doe,1.8574436,-0.08816859,80
provide,0.1891027,-0.015544567,8
charger,1.8912808,-0.114081055,58
changed,0.23290414,0.01946961,11
mind,0.9235639,-0.059338182,20
next,3.6895032,-0.045571633,151
wonder,1.2286688,-0.02088907,47
tip,0.35404944,-0.033799764,13
suxsw,-0.048762694,-0.021121228,7
xmas,-0.08857146,-0.020462185,4
shiny,0.046629623,-0.026055418,12
christmas,-0.055326175,-0.0035757427,7
nerd,1.0897857,0.06435843,45
cont,0.63261795,-0.073257424,41
another,0.9060199,0.21102558,52
presenting,-0.033647798,-0.0017091836,6
local,0.77739835,-0.08221366,34
industry,1.0443087,-0.08745375,39
welivehere,0.09890498,-0.022041703,8
gsdm,2.1181686,-0.064140886,68
buzz,1.09122,0.24680403,38
headline,-0.03474616,0.03352127,6
gadget,0.6505341,-0.03492599,20
could,2.291337,0.21458799,83
seen,1.4516066,-0.105329104,55
opened,0.27767828,-0.05008966,24
ipads,2.2072175,-0.22859158,89
sayin,0.06952082,-0.023996826,10
launched,0.9441844,0.12583752,39
checkins,0.7868195,-0.072519176,31
month,1.1257745,-0.110170856,31
bizzy,-0.13115281,-0.031759635,14
left,1.4703408,-0.09388261,55
brain,0.85182333,-0.073711224,42
bettersearch,0.102333814,-0.03729919,15
engine,0.79785043,0.012922872,22
park,0.15442218,-0.021205777,7
content,2.0966158,-0.0462027,52
level,0.25916728,-0.02175136,8
continued,0.33819038,-0.052731715,8
existence,0.5471135,-0.038836967,14
evidence,0.044404943,-0.013917455,6
pagemaker,0.12968081,-0.01116829,6
saved,0.5305489,-0.035430897,18
enchantment,0.86982733,-0.029711148,26
spark,-0.09182192,-0.003097147,5
teamandroid,0.10309001,-0.003510438,9
award,0.7132682,-0.06845608,30
read,1.0612407,-0.068422504,33
unboxing,-0.114487305,-0.018974358,10
thought,1.2448514,-0.005940664,40
earthquake,0.9315227,-0.0019749883,29
tsunami,0.31971434,-0.029312292,13
school,1.0416105,-0.059083495,45
marketing,1.7563223,-0.10811503,68
expert,0.77729696,-0.037561364,37
cnet,0.3154342,0.12006913,25
temporary,1.481872,0.30366254,265
congress,1.8224547,-0.21949027,103
along,0.036491133,0.0058675227,9
happy,1.4000397,-0.08578368,46
hipster,1.1964678,-0.04359247,33
win,1.6465924,-0.1459117,84
support,0.3649109,-0.020150268,15
trending,0.012972722,0.022501335,9
headed,0.13469754,-0.0059544058,15
newbie,-0.21122783,-0.003375195,5
enjoy,0.5571677,-0.06422907,22
funny,0.7395503,-0.05540332,26
matter,0.34383017,0.013236307,13
minute,0.8318556,-0.11361895,34
point,1.0904657,0.021932455,27
least,0.5429139,-0.050359607,22
according,0.06027796,-0.015841953,9
twitter,3.0833037,0.14060858,100
devs,0.3170674,-0.04038659,13
maybe,0.8160943,0.088651635,34
together,0.62487084,-0.04218874,18
cool,3.26926,-0.19665974,151
uxdes,0.8284343,-0.09485253,40
remember,0.2308809,0.005732797,11
aware,-0.030460076,0.009232676,6
audience,0.9573242,-0.027952217,24
towards,0.061159857,-0.0089492565,6
experience,1.8244516,-0.076079875,41
taken,0.104521126,0.006313922,7
part,0.91554123,-0.011410876,20
waiting,1.1898936,-0.09373429,53
mine,0.38070917,-0.026760513,13
perfectly,-0.056027085,-0.0070301746,4
elusive,-0.058816582,-0.0049715694,8
notatsxsw,-0.16871673,-0.017365366,4
download,2.3557518,-0.21078546,113
nearby,-0.10078516,-0.0136719,4
smallbiz,-0.014826339,-0.008970641,5
place,2.504501,-0.13187753,72
seo,0.63653356,-0.023335578,17
samsung,0.60930794,-0.04571715,22
sony,0.16514103,0.0005144271,10
lead,0.15782052,-0.012431159,9
atx,0.3194213,-0.014504019,18
south,0.78930765,0.055484727,32
director,0.06382315,0.020872736,6
get,2.1545787,-0.100049496,62
movie,0.23913504,-0.023885444,12
entirely,0.15047038,-0.0064386167,5
beautiful,0.123320706,-0.014174318,10
prep,-0.0205651,-0.0015879894,6
amazing,1.5480462,-0.1152615,43
focus,0.574618,-0.04916511,15
owns,0.13051894,-0.023957195,6
billboard,-0.034968037,-0.0069745895,5
chat,0.3792288,0.02678351,18
share,1.2691123,-0.03871527,45
info,1.8390573,-0.09296588,49
turn,1.1475374,-0.05248642,35
business,1.9735389,-0.08523363,49
card,1.9683777,-0.13424233,46
sold,1.3119094,-0.067057036,48
model,0.571477,-0.03860862,19
hopping,-0.11198374,0.021966727,4
beta,0.9841547,-0.027420525,25
testing,0.35813066,-0.07553374,14
moonbot,-0.021830684,-0.020312157,4
louisiana,-0.09028945,0.0047195754,4
away,2.572812,-0.12253906,81
wifi,1.0349268,-0.0461521,39
black,0.46042007,-0.036226355,16
cover,0.2633844,-0.04097286,11
house,1.0117083,-0.053986534,29
wondering,0.49090624,-0.02428316,20
worth,0.629296,-0.07123523,18
convention,1.2815248,-0.03413776,48
center,1.0164102,0.03544447,44
everything,1.1501555,-0.04553628,33
except,0.7150043,-0.034140285,21
white,2.1606662,-0.079784594,61
known,0.05473725,-0.020756975,6
jean,0.051231213,-0.008403086,5
promo,0.36055598,-0.034317672,11
suck,0.5538257,-0.02672777,17
film,0.694303,-0.057410154,22
selling,0.6210688,-0.07709114,32
shipment,-0.03505857,-0.011322182,7
edtech,0.01498367,-0.006722387,4
fightthepaddle,-0.007533267,-0.011994513,4
poursite,0.26652637,-0.0016207075,12
learning,0.4346498,0.0037336724,17
life,1.759447,-0.04497352,48
changing,0.1501532,-0.027718717,6
impact,0.29898578,-0.015824648,12
real,1.0225334,0.04757868,34
actual,-0.03923589,0.012730039,6
guide,1.2987058,-0.11393341,51
limited,0.016081892,-0.04249323,13
travel,0.42394283,-0.037852682,23
downloads,-0.029362503,-0.024487378,9
heading,1.0073528,-0.11453013,52
aclu,0.5575927,0.092903025,35
walk,0.3869635,-0.009661598,14
short,0.100002445,-0.043718748,10
essential,0.08013222,-0.020230781,10
tool,1.3979738,0.042073216,34
tradeshow,0.24551739,-0.029929008,13
demo,1.5052197,-0.22523184,58
theatre,-0.09905742,-0.0077201924,4
presenter,0.007913338,-0.015489165,6
following,0.087435655,-0.030185811,10
realtime,0.11010104,-0.009406776,12
four,0.03798811,-0.020627577,9
listening,1.1001617,-0.06764688,34
pick,0.75245875,-0.05833692,22
willing,0.02448546,-0.013861299,6
grab,0.8374273,-0.028263161,29
quick,0.4546674,-0.021782793,12
hundred,0.06802444,-0.019641528,7
cost,-0.08995755,-0.0089472,4
solving,0.12951894,0.0024716153,6
crisis,-0.11379007,0.012488355,4
monday,-0.004736331,-0.008668748,7
barry,0.5874859,-0.03149845,24
diller,0.8294594,-0.058200136,36
york,0.12753604,-0.0051767817,7
lunch,0.29039997,-0.050050437,14
hotel,0.6097626,-0.028070543,16
seriously,0.29881155,-0.01845085,11
lost,1.1684353,-0.106136754,37
schedule,0.8984855,-0.10314631,33
sync,0.08236527,-0.0059534293,8
ready,2.032979,-0.042350642,69
blogging,-0.005638918,-0.014983055,8
attention,0.12092118,-0.019861126,9
rumored,0.07071751,0.14541644,20
went,0.8214111,-0.03794641,23
folk,0.9681096,-0.031670555,37
learn,0.72434056,-0.040520906,22
security,0.7861506,-0.0859406,28
work,2.541537,-0.20587665,83
development,0.57865834,-0.04175898,20
hire,0.13716118,-0.026480626,9
developer,1.8258116,-0.13129929,61
winning,1.5997701,-0.099324204,61
picture,0.71844596,-0.0812408,27
spent,0.6539994,-0.05375863,17
used,1.5803261,-0.050125286,42
couple,0.20689695,-0.021986209,11
city,1.013087,-0.10043878,27
block,1.3580277,-0.19355044,69
behind,1.1391456,-0.009779861,29
email,0.6508719,-0.03671517,15
give,2.2261236,-0.06716411,68
composed,-0.0018741552,0.0010038802,5
reply,-0.061432973,0.0055591515,4
protip,0.051074896,0.0105399275,10
song,1.1506737,-0.06141018,32
alone,0.12765236,-0.010232742,8
million,0.90871495,-0.21567325,43
currently,0.017945591,-0.00086105696,9
available,1.3424107,-0.020517834,66
please,1.9203932,-0.16595027,76
grateful,0.08948013,-0.015775949,7
le,0.5403106,-0.046018966,21
announce,0.14130837,0.025125002,11
detail,1.8016964,-0.12438977,70
giveaway,1.1134309,-0.06972019,38
wild,0.3502338,-0.03532084,12
terrible,-0.07255483,-0.003948922,4
queue,0.5898543,-0.09686205,30
course,0.35603398,0.033270083,22
keynote,0.8068482,-0.06676316,27
slide,0.055843286,-0.0013154193,8
credit,0.62388885,-0.034272432,19
click,0.38770616,-0.036016855,11
purchase,0.44273004,-0.046383448,16
cocktail,-0.15862778,-0.019751608,4
texas,1.3369468,0.01129464,45
cnngrill,0.08335769,-0.011134671,7
southwest,0.314189,0.03461688,19
sweet,0.64655185,-0.033699535,28
ballroom,0.7847882,-0.06506061,33
mile,0.46553123,-0.084225446,19
driving,0.20689055,-0.0048115314,11
navigation,1.5022897,-0.18963823,51
longer,0.14276665,-0.008109558,14
packing,0.1348683,-0.019656198,10
extra,0.42621857,-0.036939204,14
sunny,0.112740785,-0.012010593,5
cross,0.42580473,-0.017290033,13
facebook,3.0505345,0.45997274,98
connection,-0.0006032199,0.025424166,6
growing,-0.08372578,-0.011574926,6
step,0.73965144,-0.04885449,21
bulletproof,0.028913442,0.017567854,7
strategy,1.0153785,0.11353511,31
rhjr,0.035588257,-0.008121043,7
street,2.2637157,-0.18029056,61
girl,0.9145125,-0.04510793,22
stopped,0.109801546,-0.018057024,6
juice,1.069355,0.004604874,26
track,1.3858402,-0.16285883,50
stage,0.22495154,-0.03263256,10
frostwire,-0.06949975,-0.01793096,5
busy,0.45577386,-0.032912984,19
week,2.7362802,-0.0030189017,104
ahead,0.223479,-0.03745593,9
amazon,0.20327802,-0.0072962623,9
believe,0.5426061,-0.038343877,19
buyer,0.18945241,0.0021669613,9
spreadsheet,-0.050668772,-0.019048842,10
plan,1.0085268,-0.009791032,35
sixth,0.12124355,-0.057049748,14
told,0.3911204,-0.019351188,11
ride,0.7511705,-0.05304527,22
tablet,1.9493803,-0.11844545,59
every,2.0346417,-0.20152827,67
single,0.103293076,-0.011004609,11
message,0.1028062,0.017529666,7
response,0.48045984,-0.03868544,12
fellow,0.060386464,-0.0037713458,8
picked,0.4884975,-0.020067396,21
mophie,0.45901307,-0.012005935,17
battery,2.3400397,-0.10971228,64
huge,0.88367534,-0.09480143,34
thats,-0.08242723,0.02780607,5
took,0.7146653,-0.06361083,23
trade,1.0204945,-0.044836476,32
rumor,1.3483013,0.7015272,131
preview,0.6176082,0.5383782,41
build,0.0011901691,0.0015616167,7
biggest,0.2926328,-0.031925745,15
history,0.3564052,-0.026375256,12
survey,-0.09127391,-0.0001541706,4
starbucks,0.14323656,-0.04709858,7
gift,0.30843323,-0.070924066,11
research,0.1100533,-0.037309565,8
retail,0.5859987,-0.07624289,27
release,1.3908563,-0.045455955,52
groupme,0.106477976,-0.017526153,10
sound,0.6861344,0.094051965,28
reveal,-0.3394526,0.31874934,9
closure,-0.11679661,-0.003322429,5
made,2.4282691,-0.18504584,68
question,1.3869938,-0.03541838,35
inside,0.34948593,-0.020965792,14
fire,0.3503773,-0.021951057,14
activity,0.05466944,-0.0064515937,6
magic,0.2841311,-0.02495675,9
issue,0.88885003,-0.07956346,23
add,-0.076725535,0.013789625,5
instagram,0.14550492,0.015633857,10
lake,0.24982278,-0.026104767,6
brother,0.23290715,0.011458573,8
catch,0.8465322,-0.08486783,24
freak,-0.0004824505,-0.0045726043,5
missed,0.43230045,-0.027670652,19
bloody,0.24468687,-0.007826651,9
shout,0.06591617,-0.0072653447,8
lady,0.49987417,-0.039698984,16
holding,0.7744465,-0.028791957,18
beer,0.35953122,0.010947244,14
respect,0.23619281,-0.0017202243,8
back,2.8167186,-0.14576575,85
meant,0.1191554,0.0023494104,7
wish,1.0180619,-0.068438604,39
stupid,0.5793724,0.017481808,20
america,1.3042858,0.012946899,29
audioboo,-0.077983305,-0.00431966,4
american,0.18606523,-0.019426947,7
dream,0.19154163,-0.021852206,6
sign,1.1834286,-0.035906166,38
lock,-0.10516711,-0.012582369,7
curated,-0.033168636,0.008611533,4
brilliant,0.92267305,-0.08624791,35
mechanic,-0.10201141,-0.011543123,7
presentation,1.4437978,-0.12788436,54
sitting,0.6558088,-0.02828261,25
tree,0.058357164,-0.013098808,7
thirsty,-0.09735643,-0.0020957862,4
chevy,0.17970124,-0.017446145,6
lounge,0.95972955,-0.076407984,29
others,1.4345928,-0.11519093,70
came,0.5291683,-0.03866819,15
playing,1.3645216,-0.06930661,40
random,0.42510417,-0.02956121,14
wall,0.15338694,0.017421683,8
genius,0.80014414,-0.031338856,31
arduino,-0.019639779,-0.012283439,5
flaming,0.042688485,-0.014812518,4
skull,0.07942355,-0.017996881,4
refrigerator,0.09854781,-0.0068000103,6
speaks,0.062191565,-0.0094640665,5
salon,0.36876833,-0.058374263,14
smartthings,-0.039646003,-0.0055471044,4
reminder,0.18557397,-0.016313909,10
chrome,0.55675226,-0.030040465,16
announces,0.17038004,-0.033248734,15
solution,0.32299718,0.010718482,12
announcing,0.23197514,0.084192805,12
cause,0.22046593,0.010631033,10
joke,0.1880433,-0.016923798,13
camera,1.6077459,-0.09314801,40
charged,0.21716243,-0.008611985,9
anything,0.79325914,0.010219579,26
personal,0.19219312,0.017213661,8
found,1.4581739,-0.07398423,40
releasing,0.027786057,0.016664611,6
live,1.8703663,-0.16529913,76
rsvp,0.09168141,-0.005406486,11
screen,2.1192544,-0.06604612,46
missing,0.28939465,-0.021816542,13
nut,0.06784589,-0.0069462913,11
packed,0.9323022,-0.056887873,28
breaking,-0.080767445,0.08821508,8
porn,0.018364657,0.002548451,5
facetime,0.112312704,-0.03964564,7
built,1.3333777,-0.051801115,35
temp,1.0346016,-0.08124004,78
understand,0.24187693,-0.008445988,9
something,1.7090144,-0.011395233,46
near,0.6064198,-0.048725646,20
keep,2.2669742,-0.026282713,68
surprise,0.40649554,-0.036950473,20
technews,0.041209202,-0.0019615206,15
head,1.3922222,-0.023201615,53
set,0.706797,-0.08969118,35
example,0.7143372,-0.044808358,21
checkout,0.18577811,-0.009595589,9
geekfest,-0.07111778,0.0055802595,8
brian,-0.15370826,-0.00719134,7
noon,0.024108235,-0.014593916,6
pretty,1.2525367,-0.10650037,36
save,0.70121646,-0.12773174,29
true,0.9372768,0.02794382,39
mall,-0.013673853,-0.020848833,5
crowded,0.040002603,-0.01424085,6
fake,0.35029596,0.001955913,9
fucking,0.028817303,-0.014769104,6
special,0.77047443,-0.024910683,27
makeshift,0.10547519,-0.014265284,11
fanboy,0.029741572,0.011383999,8
shit,0.28719255,0.034146164,13
temptation,-0.084964305,-0.0054467195,5
control,0.91463256,-0.051516827,23
go,0.50646794,-0.08497914,22
view,1.5896312,-0.09169341,48
office,0.016298255,-0.036625143,7
close,0.15210849,-0.0062214243,16
forming,-0.049354393,-0.020954402,9
software,0.341511,-0.01604743,12
working,1.5056887,-0.0013518836,51
data,2.506693,-0.0536203,55
verizon,1.0394218,-0.061006334,26
customer,0.81715226,-0.041076217,25
outside,0.8096133,-0.12637964,42
price,0.26843736,-0.022713576,10
games,0.048297238,-0.020705761,5
mac,0.12049377,-0.009280381,10
much,2.6942437,-0.11466416,68
safari,0.019271282,-0.010311551,5
unloading,-0.15127179,0.0033496069,5
arrived,0.10552799,-0.02527522,14
cant,-0.05647726,-0.0060057966,8
client,0.29892042,-0.0117527805,13
